326,All the bridges that used to span this river are now gone.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION
327,I can feel a headache approaching,EXPERIENCED STATE IS A PROXIMATE OBJECT
328,My symptoms went away.,EXPERIENCED STATE IS A PROXIMATE OBJECT
329,I'm in love.,EXPERIENCING A STATE IS BEING AT A LOCATION
330,She's out of her depression.,EXPERIENCING A STATE IS BEING AT A LOCATION
331,She's close to insanity.,EXPERIENCING A STATE IS BEING AT A LOCATION
332,"When at rest, the computer goes into hibernation.",EXPERIENCING A STATE IS BEING AT A LOCATION
333,He's at an advanced stage in his studies.,EXPERIENCING A STATE IS BEING AT A LOCATION
334,What state is the project in?,EXPERIENCING A STATE IS BEING AT A LOCATION
335,I have a headache.,EXPERIENCING A STATE IS POSSESSING AN OBJECT
336,Should Welfare parasites be allowed to bleed working Americans for the rest of their lives without attempting to help themselves?,EXPLOITATION OF RESOURCES IS A PARASITIC INFECTION
337,"Again, if by any chance, we should ultimately win out in such a war, what would it cost us in treasure and in blood?",FINANCIAL RESOURCES ARE PHYSICAL RESOURCES
338,She gave him a push.,FORCE TRANSFER IS OBJECT TRANSFER
339,He gave me a vicious kick.,FORCE TRANSFER IS OBJECT TRANSFER
340,A large force is needed to move a heavy object.,FORCES ARE OBJECTS
341,You should form your words carefully.,FORMING WORDS IS SHAPING
342,This is a well-crafted sentence.,FORMING WORDS IS SHAPING
343,Promises should be articulated clearly.,FORMING WORDS IS SHAPING
344,Break out of your daily routine.,FREEDOM OF ACTION IS THE LACK OF IMPEDIMENTS TO MOVEMENT
345,Workers of the world throw off your chains!,FREEDOM OF ACTION IS THE LACK OF IMPEDIMENTS TO MOVEMENT
346,Do I need to spell it out for you?,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING
347,The theory is spelled out in chapter 4.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING
348,Follow the letter of the law.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING
349,"With a heavy Republican majority, Congress churned out bill after bill.",FUNCTIONAL LEGISLATURE IS A FUNCTIONING MACHINE
350,"With a unified House and Senate, the well-oiled gears of government turn smoothly.",FUNCTIONAL LEGISLATURE IS A FUNCTIONING MACHINE
351,"""I look forward to helping keep the legislative wheels turning smoothly in our 105-day session""",FUNCTIONAL LEGISLATURE IS A FUNCTIONING MACHINE
352,Cloture would make the legislative gears turn smoothly.,FUNCTIONAL LEGISLATURE IS A FUNCTIONING MACHINE
353,The servers are back up after having been down for days.,FUNCTIONALITY IS VERTICALITY
354,Our President will chart a path to prosperity.,FUTURE OF A NATION IS PATH OF BOAT
355,We will navigate the choppy waters of recession into smooth fiscal sailing.,FUTURE OF A NATION IS PATH OF BOAT
356,'Pakistan's economy has ability to navigate through choppy waters',FUTURE OF A NATION IS PATH OF BOAT
357,The rebels wrested control of the capital city from the ruling party in a bloody coup.,GAINING POWER IS GAINING A POSSESSION
358,Congress moved quickly to avoid a governmental shutdown.,GOVERNING ACTION IS MOTION
359,The state took a big step toward banning assault weapons.,GOVERNING ACTION IS MOTION
360,The legislature is considering an alternative approach to deficit reduction.,GOVERNING ACTION IS MOTION
361,Postal Service bill faces roadblocks,GOVERNING ACTION IS MOTION
362,"As citizens, we must work together with our government to advance the good of our nation.",GOVERNMENT AND CITIZENS ARE PARTNERS
363,"The poor deserve a hand up, not a handout.",GOVERNMENT ASSISTANCE IS A HANDOUT
364,"The government shouldn't just give handouts, it needs to encourage people to get jobs instead.",GOVERNMENT ASSISTANCE IS A HANDOUT
365,...trapping so many people in state dependency robs them of their human dignity.,GOVERNMENT ASSISTANCE IS A TRAP
366,[T]he federal government's welfare assistance programs intended to help those in need instead effectively trap people into dependence,GOVERNMENT ASSISTANCE IS A TRAP
367,Our country's poor are addicted to welfare.,GOVERNMENT ASSISTANCE IS AN ADDICTIVE DRUG
368,We have a nation of welfare addicts who will always depend on the government for their next fix.,GOVERNMENT ASSISTANCE IS AN ADDICTIVE DRUG
369,The poor in our country need a boost up.,GOVERNMENT ASSISTANCE IS SUPPORT
370,"In times of need, the impoverished should be able to lean on our government for support.",GOVERNMENT ASSISTANCE IS SUPPORT
371,We need welfare as a safety net.,GOVERNMENT ASSISTANCE IS SUPPORT
372,The western world is drowning in an ocean of debt unlike anything the world has ever seen before,GOVERNMENT DEBT IS OCEAN
373,The government was toppled.,GOVERNMENT FUNCTIONALITY IS VERTICALITY
374,The government fell.,GOVERNMENT FUNCTIONALITY IS VERTICALITY
375,This responsibility falls squarely on the shoulders of the government.,GOVERNMENT INSTITUTION IS A BODY
376,"If the injustice is part of the necessary friction of the machine of government, let it go, let it go: perchance it will wear smooth--certainly the machine will wear out. If the injustice has a spring, or a pulley, or a rope, or a crank, exclusively for itself, then perhaps you may consider whether the remedy will not be worse than the evil; but if it is of such a nature that it requires you to be the agent of injustice to another, then I say, break the law. Let your life be a counter-friction to stop the machine. What I have to do is to see, at any rate, that I do not lend myself to the wrong which I condemn.",GOVERNMENT INSTITUTION IS A MACHINE
377,"They had elected him (Jackson) to conduct the Government and to keep and remove its moneys, and he meant to do so on the principle that it was a simple machine.",GOVERNMENT INSTITUTION IS A MACHINE
378,Rising food prices can topple governments,GOVERNMENT INSTITUTION IS A PHYSICAL STRUCTURE
379,Afghanistan's government could collapse after 2014.,GOVERNMENT INSTITUTION IS A PHYSICAL STRUCTURE
380,One of the worst-run businesses in the United States is also the largest business in the nation. The federal government is in financial disarray. It spends more than it makes and its investments are not based on sound financial principles.,GOVERNMENT IS A BUSINESS
381,,GOVERNMENT IS A BUSINESS
382,I believe in personal responsibility and the government shouldn't be a babysitter but I also believe in compassion for less advantageous people.,GOVERNMENT IS A CHILDCARE PROVIDER
383,"Can I decide what size soda I want to drink? No, that’s the nanny state’s job.",GOVERNMENT IS A CHILDCARE PROVIDER
384,"Once the stage has been set, radical surgery will be required to actually remove the malignant tumor that Cancerous Government has become.",GOVERNMENT IS A DISEASE
385,to promote his fantasy that big government can cure our nation's ills.,GOVERNMENT IS A DOCTOR
386,The Syrian government is driving Syria into a dangerous zone.,GOVERNMENT IS A DRIVER
387,The current Japanese government is steering the country toward Socialism.,GOVERNMENT IS A DRIVER
388,"Signal left, turn right: central rhetoric and local reform in China.",GOVERNMENT IS A DRIVER
389,"""In my view, the federal government should lead the way.  The bill we’ve introduced requires the federal government to increase its use of renewable electricity and reduce its overall energy consumption in federal buildings, both new and old.  We can’t expect consumers to embrace energy efficient technology if their government does not do the same.""",GOVERNMENT IS A LEADER
390,Parents are so uneducated about health that they will follow the government down any misguided path.,GOVERNMENT IS A LEADER
391,Big Father: The Government as Parent,GOVERNMENT IS A PARENT
392,"Doctrine of Parens Patriae."" Parens Patriae means literally, ""parent of the country."" It refers traditionally to the role of STATE as sovereign and guardian of persons under legal disability.",GOVERNMENT IS A PARENT
393,The government is infected with corruption.,GOVERNMENT IS A PATIENT
394,We must cure our ailing democracy with an infusion of new politicians.,GOVERNMENT IS A PATIENT
395,"The US government loves you. In fact, it loves you so much that it’s willing shackle your legs together. Just to protect you – tough love, baby. Now, it may hurt a bit but just try to breathe through the pain. Remember – it hurts the government more than it hurts you.",GOVERNMENT IS A PERSON
396,"A proper government is only a policeman, acting as an agent of man’s self-defense, and, as such, may resort to force only against those who start the use of force.",GOVERNMENT IS A POLICEMAN
397,The government should cater to the needs of its citizens.,GOVERNMENT IS A SERVANT
398,Citizen Sheep Government Shepherds,GOVERNMENT IS A SHEPHERD
399,"Such a power does not destroy, but it prevents existence; it does not tyrannize, but it compresses, enervates, extinguishes, and stupefies a people, till each nation is reduced to nothing better than a flock of timid and industrious animals, of which the government is the shepherd.",GOVERNMENT IS A SHEPHERD
400,Obama and the Progressives do not believe this. They believe they must decide what is best. In their view Americans are sheep and they are the shepherd.,GOVERNMENT IS A SHEPHERD
401,"There can be no doubt that the federal government is the new slave master, something the Founding Fathers warned us against.",GOVERNMENT IS A SLAVE MASTER
402,Withered government: leave it to the rich,GOVERNMENT IS AN ORGANISM
403,"“Government is not a machine, but a living thing. It falls, not under the theory of the universe, but under the theory of organic life. It is accountable to Darwin, not to Newton. It is modified by its environment, necessitated by its tasks, shaped to its functions by the sheer pressure of life. No living thing can have its organs offset against each other, as checks, and live.""",GOVERNMENT IS AN ORGANISM
404,"Government should be a referee, not an active player",GOVERNMENT IS REFEREE
405,"Obama, Dems flex muscles on energy policy as platform embraces options",GOVERNMENT POWER IS BODILY STRENGTH
406,China Using Government Muscle to Turbo Charge its Auto Industry,GOVERNMENT POWER IS BODILY STRENGTH
407,India government regains its muscle with reforms,GOVERNMENT POWER IS BODILY STRENGTH
408,All these rules and regulations are obstacles to innovation.,GOVERNMENT REGULATION IS A BARRIER
409,The burdens of regulation on corporations hold down their profit margins.,GOVERNMENT REGULATION IS A BURDEN
410,The restrictive regulations are holding back innovation.,GOVERNMENT REGULATION IS A PHYSICAL CONSTRAINT
411,Any greater government regulation will only handcuff the industry and reduce the significant benefits hedge funds offer to the markets.,GOVERNMENT REGULATION IS A PHYSICAL CONSTRAINT
412,The entrepreneur was suffocated by the all the onerous regulations he had to follow.,GOVERNMENT REGULATION IS SUFFOCATION
413,Small business in the United States is literally being suffocated by red tape.,GOVERNMENT REGULATION IS SUFFOCATION
414,Gun control is an assault on our civil liberties.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS ATTACKING
415,Every new bill the President proposes chips away at our freedoms.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS DAMAGING A PHYSICAL STRUCTURE
416,Imposing martial law will undermine the very foundations of democracy.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS DAMAGING A PHYSICAL STRUCTURE
417,The government overstepped a line when they proposed wiretapping citizens' phone lines.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS INVADING A TERRITORY
418,Gay marriage is encroaching on our religious freedoms.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS INVADING A TERRITORY
419,Overturning Roe v. Wade would steal away our right to privacy.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS THEFT
420,,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS THEFT
421,The government's move to censor the internet is trampling all over our rights to free speech and freedom of the press.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS TRAMPLING ON AN OBJECT
422,These gay marriage laws have invaded our religious rights.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS TRESPASSING
423,The government needs to stay out of my bedroom.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS TRESPASSING
424,We need to strengthen our civil liberties.,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS STRENGTHENING AN OBJECT
425,The government must shore up support for our religious freedoms.,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS SUPPORTING A PHYSICAL STRUCTURE
426,House Democrats and Republicans moved closer to agreeing on a budget today.,GOVERNMENTAL AGREEMENT IS PHYSICAL PROXIMITY
427,He salivated with the thought of earning more money.,GREED IS HUNGER
428,The robber baron hungered for even greater profits.,GREED IS HUNGER
429,This group contains twenty members.,GROUPS ARE CONTAINERS
430,There are twenty members in this group.,GROUPS ARE CONTAINERS
431,"Earth is part of the group of ""terrestrial"" planets.",GROUPS ARE PART-WHOLE STRUCTURES
432,The Milky Way belongs to a cluster of galaxies.,GROUPS ARE POSSESSORS
433,Our galaxy has at least 100 billion planets.,GROUPS ARE POSSESSORS
434,She guided him through the problem.,GUIDED ACTION IS GUIDED MOTION ALONG A PATH
435,She walked him through the analysis.,GUIDED ACTION IS GUIDED MOTION ALONG A PATH
436,She led him through the rough parts of the course.,GUIDED ACTION IS GUIDED MOTION ALONG A PATH
437,the gun lobby has squashed federal funding,GUN CONTROL ADVOCACY IS PHYSICAL HARM
438,oppressive shackles of gun control,GUN CONTROL IS PHYSICAL RESTRAINT
439,gun control sickness,GUN CONTROL REGULATION IS A DISEASE
440,saddle the American people with gun control,GUN CONTROL REGULATION IS A MOTION IMPEDIMENT
441,gun control trap,GUN CONTROL REGULATION IS A MOTION IMPEDIMENT
442,Cynicism has killed the gun-control debate,GUN DEBATE IS A LIVING ENTITY
443,cancerous gun violence,GUN VIOLENCE IS A PHYSICAL AFFLICTION
444,plague of gun violence,GUN VIOLENCE IS A PHYSICAL AFFLICTION
445,‘America’s gun disease is a national security issue’,GUNS ARE A DISEASE
446,avalanche of guns,GUNS ARE A NATURAL DISASTER
447,"The primary reason Americans are addicted to guns is due to the National Rifle Association's very effective — and immoral — campaign to instill fear into the heart of our citizens, which has paralyzed the soul of America.",GUNS ARE DRUGS
448,altar of gun ownership,GUNS ARE OBJECTS OF WORSHIP
449,worship guns,GUNS ARE OBJECTS OF WORSHIP
450,glorify firearms,GUNS ARE OBJECTS OF WORSHIP
451,gun-infested state,GUNS ARE PESTS
452,I'm soaring with joy.,HAPPINESS IS VERTICALITY
453,His spirits fell.,HAPPINESS IS VERTICALITY
454,That boosted my spirits.,HAPPY IS UP
455,My spirits rose.,HAPPY IS UP
456,You're in high spirits.,HAPPY IS UP
457,Thinking about her always gives me a lift.,HAPPY IS UP
458,He's at the peak of health.,HEALTH IS UP
459,He's in top shape.,HEALTH IS UP
460,He's down with the flu.,HEALTH IS VERTICALITY
461,Our work in the African continent [. . .] is supported by Tear Fund,HELP IS PHYSICAL SUPPORT
462,Our conservation program needs your support.,HELP IS PHYSICAL SUPPORT
463,I've really been leaning on my friends the past few months.,HELP IS PHYSICAL SUPPORT
464,He's gone over my head to the top supervisor.,HIERARCHY IS A VERTICAL STRUCTURE
465,He has a lofty position.,HIGH STATUS IS UP
466,He'll rise to the top.,HIGH STATUS IS UP
467,He's at the peak of his career.,HIGH STATUS IS UP
468,He's climbing the ladder of success.,HIGH STATUS IS UP
469,In that community there is little opportunity for upward mobility.,HIGH STATUS IS UP
470,They are at the bottom of the social hierarchy.,HIGH STATUS IS UP
471,She fell in status.,HIGH STATUS IS UP
472,"This is what happens when science serves up facts more indigestible than evolution. We end up with a society where the masses live in outright ignorance and denial, while the dominant institutions, thanks to market and political expediency, continually reorganize themselves around actionable intelligence as it comes in.",IDEAS ARE FOOD
473,Food for thought nust be appetizing. Chemistry students usually can write acceptable exposition if they know good writing is expected,IDEAS ARE FOOD
474,You'd need an electron microscope to find the point of this essay.,IDEAS ARE OBJECTS
475,The theory of relativity gave birth to an enormous number of ideas in physics.,IDEAS ARE PEOPLE
476,He is the father of modern biology.,IDEAS ARE PEOPLE
477,Whose brainchild was that?,IDEAS ARE PEOPLE
478,Look at what his ideas have spawned.,IDEAS ARE PEOPLE
479,Those ideas died off in the Middle Ages.,IDEAS ARE PEOPLE
480,His ideas will live on forever.,IDEAS ARE PEOPLE
481,Cognitive psychology is still in its infancy.,IDEAS ARE PEOPLE
482,That's an idea that ought to be resurrected.,IDEAS ARE PEOPLE
483,He breathed new life into that idea.,IDEAS ARE PEOPLE
484,I have an idea.,IDEAS ARE POSSESSIONS
485,She gave me a good idea.,IDEAS ARE POSSESSIONS
486,Keep your opinion to yourself!,IDEAS ARE POSSESSIONS
487,Shatter the rules of the market economy,ILLEGAL ACTIVITY IS BREAKING A PHYSICAL OBJECT
488,He's a crooked politician.,IMMORAL IS CROOKED
489,The consequence of idolatry is the moral disintegration of human society.,IMMORALITY IS DEGENERATION
490,'It’s sick and disgusting that a painting like this can go on show so soon after my daughter was murdered.,IMMORALITY IS DISEASE
491,,IMMORALITY IS DISEASE
492,A big part of this mission was not to contaminate the planet with Earth organisms.,IMPORTANCE IS SIZE
493,Texaco is a relatively small player in the California gasoline market but a bigger factor in the Eastern states that want to follow California's lead.,IMPORTANCE IS SIZE
494,That's a lightweight issue.,IMPORTANCE IS WEIGHT
495,This is a substantive / substantial problem for us.,IMPORTANCE IS WEIGHT
496,The issue is central to these negotiations.,IMPORTANT IS CENTRAL
497,"The World Bank has issued its latest index of corruption and transparency. The world’s largest democracy, India, is looking a bit red-faced.",INABILITY TO EVALUATE GOVERNMENT IS INABILITY TO SEE
498,"Bloomberg Goes to Washington to Push Gun Laws, but Senate Has Other Ideas",INCITING GOVERNING ACTION IS FORCED MOVEMENT
499,Livingston County judge: Cuomo administration steamrolled lawmakers on gay marriage vote,INCITING GOVERNING ACTION IS FORCED MOVEMENT
500,"As It Opens to Outsiders, Cuba Is Infected by Crime",INCREASE IN CRIME IS SPREAD OF DISEASE
501,"Stay up to date on Sunlight’s work in D.C., throughout the country and around the world, as well as the latest open government, transparency and technology news.",INCREASING EVALUABILITY OF GOVERNMENT IS INCREASING LIGHT
502,"Increasing transparency in government (title of article, International Journal on World Peace)",INCREASING EVALUABILITY OF GOVERNMENT IS INCREASING TRANSPARENCY
503,,INCREASING EVALUABILITY OF GOVERNMENT IS INCREASING TRANSPARENCY
504,"Debt, debt, debt; we're drowning in it. This morning, the Office for National Statistics published the latest estimates of public sector borrowing. Though borrowing is falling faster than anticipated, thanks to the fact that spending cuts are finally beginning to kick in, the national debt has risen to 64.2 per cent of GDP. More significantly, we now owe more than £1 trillion, or around £16,000 for every person in the country.",INCREASING GOVERNMENT DEBT IS RISING WATER LEVEL
505,"The point, however, is that saying that government is inefficient because it does not turn a profit is the equivalent of saying that Peyton Manning is a poor quarterback because he doesn’t hit enough home runs. He’s not supposed to.",INEFFECTIVE GOVERNMENT IS A POORLY-MANAGED BUSINESS
506,"The business of municipal government is, in general, the most poorly managed business in the world.",INEFFECTIVE GOVERNMENT IS A POORLY-MANAGED BUSINESS
507,"Tax Revolt: The Rebellion Against an Overbearing, Bloated, Arrogant, and Abusive Government",INEFFICIENT GOVERNMENT IS A BLOATED BODY
508,Tom Barrett: Put state government on a diet,INEFFICIENT GOVERNMENT IS A BLOATED BODY
509,,INEFFICIENT GOVERNMENT IS A BLOATED BODY
510,The upwardly mobile are moving into nicer neighborhoods.,INEQUALITY IS BEING ON DIFFERENT VERTICAL LEVELS
511,Moving up the social ladder: The bottom rung vs the top rung,INEQUALITY IS BEING ON DIFFERENT VERTICAL LEVELS
512,Germany Leads the World,INFLUENTIAL NATIONS ARE LEADERS
513,China leads successful wildlife crime crackdown,INFLUENTIAL NATIONS ARE LEADERS
514,The detective couldn't get much information out of the partial shoe print.,INFORMATION IS CONTENTS
515,Tree rings contain the story of the region.,INFORMATION IS CONTENTS
516,It was years before the fossils yielded any valuable information.,INFORMATION IS CONTENTS
517,Senate Republicans blocked legislation Wednesday that would have established a  billion jobs program putting veterans back to work tending to the country's federal lands and bolstering local police and fire departments.,INHIBITTING ENACTMENT OF LEGISLATION IS IMPEDING MOTION
518,This mini-controversy erupted when Republicans introduced a string of amendments in a final effort to obstruct passage of the reconciliation bill.,INHIBITTING ENACTMENT OF LEGISLATION IS IMPEDING MOTION
519,"Religious institutions are businesses, the sermons are infomercials, the verse are nothing but commercial slogans.",INSTITUTION IS A BUSINESS
520,"Institutions Are Businesses, Too",INSTITUTION IS A BUSINESS
521,"Society’s great institutions are factories of ideas, regularly churning out new frameworks, insights, and understanding.",INSTITUTION IS A FACTORY
522,"In this view, educational instititions are factories that take less productive workers as their raw materials, apply doses of training, and create more productive workers as outputs.",INSTITUTION IS A FACTORY
523,"More especially, the analogy mentioned between institutions and machines must not be interpreted as proposing the theory that institutions are machines—in some essentialist sense.",INSTITUTION IS A MACHINE
524,I would venture to conclude from this that institutions are vehicles of subcultures driven by groups of people with a common destination,INSTITUTION IS A VEHICLE
525,"May 27, 2011 – The “health” of an institution is measured by the effectiveness of its organization and mission, and also by how well it plans for the future.",INSTITUTION IS AN ORGANISM
526,,INSTITUTION IS AN ORGANISM
527,The Crumbling Walls of the Roman Catholic Church,INSTITUTIONS ARE BUILDINGS
528,Institutional reform,INSTITUTIONS ARE BUILDINGS
529,"Their practices and policies have put them right in the cross hairs and it is only a matter of time before someone pulls the trigger. When that happens, one will be left to wonder whether it is a suicide, a homicide or a mercy killing.",INSTITUTIONS ARE PEOPLE
530,Trading has really heated up this week.,INTENSITY OF ACTIVITY IS HEAT
531,He has an appetite for learning.,INTEREST IN IDEAS IS APPETITE FOR FOOD
532,He has an insatiable curiosity.,INTEREST IN IDEAS IS APPETITE FOR FOOD
533,She's the kind of person you always need to sugar-coat it for to get her to do anything.,INTERESTING IDEAS ARE APPETIZING FOODS
534,France has close ties to former colony Tunisia,INTERNATIONAL ASSOCIATION IS CONNECTION
535,Japan's Spat With China Takes Big Toll on Tourism,INTERNATIONAL DISAGREEMENTS ARE QUARRELS
536,,INTERNATIONAL DISAGREEMENTS ARE QUARRELS
537,Which country is your country's best friend?,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS
538,,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS
539,Emigration has threatened to unravel the fabric of this small society.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS
540,The chairman has managed to weave together quite a coalition,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS
541,"Feb 24, 2007 – A judge is often thought of in terms of a referree. But can a judge really be as objective as a sporting umpire?",JUDGES ARE SPORTS REFEREES
542,I see what you mean.,KNOWING IS PERCEIVING
543,Something doesn't smell quite right here.,KNOWING IS PERCEIVING
544,Listen to what your father tells you.,KNOWING IS PERCEIVING
545,"I have no idea what my friends are doing, they've kept me completely in the dark.",KNOWING IS PERCEIVING
546,I see what you mean.,KNOWING IS SEEING
547,"I've almost got an idea, but I can't quite put my finger on it.",KNOWING IS TOUCHING
548,I could never put my finger on what the problem was. I felt crazy at times and there were so many times that I would approach him with a very well-thought out ...,KNOWING IS TOUCHING
549,"Aug 25, 2010 – And so, two of the main pillars of our democracy—a free press and the courts—will be assailed at the same time.",LAW ENFORCEMENT IS SUPPORTING A STRUCTURE
550,How to Build A Law,LAWS ARE OBJECTS
551,dismantle gun laws,LAWS ARE PHYSICAL STRUCTURES
552,Out of these discussions will grow legislation of farreaching importance.,LAWS ARE PLANTS
553,"Obama is the head of the country, whether some people don't like democracy or not.",LEADER OF A NATION IS HEAD OF BODY
554,The president drove the nation into a ditch.,LEADING A NATION IS DRIVING A VEHICLE
555,Obama on GOP: 'They Drove The Country Into A Ditch...Now They Want The Keys Back',LEADING A NATION IS DRIVING A VEHICLE
556,Where was he when he drove our country off a cliff?,LEADING A NATION IS DRIVING A VEHICLE
557,The president is steering the country into unknown waters.,LEADING A NATION IS STEERING A BOAT
558,This gives me a great idea!,LEARNING IS ACQUIRING
559,I got a much better idea of what was going on after the last meeting.,LEARNING IS ACQUIRING
560,"She had acquired an intimate knowledge of the terrain, which now helped her to travel quickly.",LEARNING IS ACQUIRING
561,Her experience gave her a great deal of knowledge.,LEARNING IS ACQUIRING
562,"Congress is producing little this election year that will become law, yet both parties are churning out bills designed to make the other side look bad.",LEGISLATIVE ACTIVITY IS MAKING OBJECTS
563,Her temperature is going down.,LESS IS DOWN
564,She has very little money.,LESS IS SMALL
565,The number of available parking spaces continues to shrink.,LESS IS SMALL
566,She hasn't gone as far in life as her parents had hoped.,LIFE IS A JOURNEY
567,His life has taken a good course.,LIFE IS A JOURNEY
568,I go where my path leads me.,LIFE IS A JOURNEY
569,I go where my path leads me.,LIFE IS A JOURNEY
570,"As I've traveled through life, I've made a lot of friends along the way.",LIFE IS A JOURNEY
571,"He has changed his direction in life, and taken a more spiritual path.",LIFE IS A JOURNEY
572,It's time to take the next big step in my life.,LIFE IS A SEQUENCE OF MOTIONS
573,"During the Democratic primary in 2008, John Edwards came out swinging but was swiftly knocked out of the election.",LOSING AN ELECTION IS LOSING A BOXING MATCH
574,"While Perry appeared to be the frontrunner, Romney came out ahead in the GOP primary.",LOSING AN ELECTION IS LOSING A RACE
575,"In the presidential race of 2008, John McCain came up short.",LOSING AN ELECTION IS LOSING A RACE
576,"During the Republican primary, several candidates jockeyed for the frontrunner position, but Huntsman quickly fell behind and bowed out.",LOSING AN ELECTION IS LOSING A RACE
577,"It was a hard-fought battle, but in the end Romney didn't have the numbers to overpower Obama.",LOSING AN ELECTION IS LOSING A WAR
578,"While at first the numbers were on his side, eventually Gore had to admit defeat to Bush in 2000.",LOSING AN ELECTION IS LOSING A WAR
579,He is low on the totem pole.,LOW STATUS IS DOWN
580,The engine is dying; we need to repair it.,MACHINES ARE PEOPLE
581,"Before we draw any conclusions, we must weigh both sides of the issue.",MAKING A DECISION IS WEIGHING
582,It is unclear how the new law applies to this situation.,MAKING RELATED IS CAUSING CONTACT
583,We're skipping right along.,MANNER OF ACTION IS MANNER OF MOVEMENT
584,I'm walking on egg shells.,MANNER OF ACTION IS MANNER OF MOVEMENT
585,We slogged through it.,MANNER OF ACTION IS MANNER OF MOVEMENT
586,Do it this way.,MEANS ARE PATHS
587,However you want to go about it is fine with me,MEANS ARE PATHS
588,Let me make a mental note of that.,MEMORIZATION IS WRITING
589,It's imprinted in my mind forever.,MEMORIZATION IS WRITING
590,Do the exercises at the end of this chapter.,MIND IS A BODY
591,She came to a calculated decision.,MIND IS A COMPUTER
592,It's all in your mind.,MIND IS A CONTAINER
593,Keep it in the back of your mind.,MIND IS A CONTAINER
594,We're still trying to grind out the solution to this equation.,MIND IS A MACHINE
595,My mind isn't operating today.,MIND IS A MACHINE
596,Boy the wheels are turning now!,MIND IS A MACHINE
597,I'm a little rusty today.,MIND IS A MACHINE
598,We've been working on this problem all day and now we're running out of steam.,MIND IS A MACHINE
599,The money is all dried up.,MONEY IS A LIQUID
600,Liquid assets.,MONEY IS A LIQUID
601,Currency,MONEY IS A LIQUID
602,He's just sponging off of you.,MONEY IS A LIQUID
603,cash flow,MONEY TRANSFER IS FLUID MOTION
604,The money is gushing out of my retirement account.,MONEY TRANSFER IS FLUID MOTION
605,He's morally bankrupt.,MORAL ACTION IS A FINANCIAL TRANSACTION
606,The government takes good care of its people.,MORAL AGENTS ARE NURTURING PARENTS
607,The CEO looks after her employees with motherly kindness.,MORAL AGENTS ARE NURTURING PARENTS
608,"With gentle care and attention, the pastor's congregation will flourish.",MORAL AGENTS ARE NURTURING PARENTS
609,Be straight with me.,MORAL IS STRAIGHT
610,God-fearing men must keep strictly to the straight and narrow.,MORAL IS STRAIGHT
611,He is a deviant.,MORALITY IS A STRAIGHT PATH
612,He deviated from the straight and narrow.,MORALITY IS A STRAIGHT PATH
613,She strayed.,MORALITY IS A STRAIGHT PATH
614,"He's pure of heart, and therefore would never hurt someone.",MORALITY IS PURITY
615,Be straight with me.,MORALITY IS STRAIGHTNESS
616,He's a crooked businessman.,MORALITY IS STRAIGHTNESS
617,He's an upstanding citizen.,MORALITY IS UPRIGHTNESS
618,That was a low thing to do.,MORALITY IS UPRIGHTNESS
619,He's a snake in the grass.,MORALITY IS UPRIGHTNESS
620,He is trying to pay off his huge debt.,MORE IS BIG
621,The city is expanding the number of recycling containers in parks.,MORE IS BIG
622,The price of stocks rose.,MORE IS UP
623,My to-do list is piling up!,MORE IS UP
624,The grazing field was covered with sheep.,MULTIPLICITY IS MASS
625,Scuttling the Ship of State to appease climate activists,NATION IS A BOAT
626,Our country is burdened by debt and that may sink us in the rough waters ahead.,NATION IS A BOAT
627,Within a federalist framework the nation is a body in crisis threatened from within by one of its own. It is about to be dismembered.,NATION IS A BODY
628,"Iowa is the heart of the nation, where everyone greets you with a smile and you wave at strangers!",NATION IS A BODY
629,"“This is a time to build a nation, brick by brick, pillar by pillar, not a time to tear down our brothers and sisters or pillage their property,”",NATION IS A BUILDING
630,They represent the brick and mortar of our nation's developing infrastructure.,NATION IS A BUILDING
631,"""Our nation is built on the bedrock principle that governments derive their just powers from the consent of the governed.""",NATION IS A BUILDING
632,"""Are They Parts of Our Nation? Tanzanian and Zambian University Students’ Attitude to the European and South Asian Minorities Compared""",NATION IS A COMPLEX STRUCTURE
633,No one built this country on their own. This nation is great because we built it together.,NATION IS A COMPLEX STRUCTURE
